ligand,receptor,pathway,function,mean_score,max_score,total_score,n_interactions,pct_edges,causal_score,inverse_importance
PTPN13,TRPM2,cell_adhesion,functional,0.013952190624417849,100.0,2115.696234096098,151639,98.33024239044444,0.007501848237494318,0.0044348725546403305
CCL2,MMP14,ligand,functional,0.22926843649188464,29.27163703477272,26658.187453093888,116275,75.39847225284345,0.093806499715592,0.05438070356403447
MMP14,MMP2,ecm_regulator,functional,0.2525713935755572,37.4781737681081,28496.620051555816,112826,73.16196973037468,0.10135008132008391,0.05872249445176904
TNFRSF1A,RIPK3,ligand,functional,0.07677520654081096,44.131685159752976,9334.252836025256,121579,78.83784870374933,0.03415095866043651,0.019793800665123422
CCL5,CCR5,ligand,functional,0.012690963195850244,100.0,1923.0489621039915,151529,98.25891293916246,0.006818845977044826,0.003949259811627623
CCL8,CCR5,ligand,functional,0.005157122687072669,100.0,788.6014156937172,152915,99.15766402531547,0.0,0.0
NCOR1,PPARG,cell_adhesion,functional,0.09989310713436748,60.91733677622016,13213.36074619846,132275,85.77366516658668,0.04180940154742196,0.024241484111951313
MFNG,JAG1,ecm,functional,0.09229900652455017,60.42255095000076,12660.1009309334,137164,88.94393505129236,0.040270161914511785,0.023302870377718242
LYN,ITPR1,cell_adhesion,functional,0.056022295050260996,92.39074598814106,8180.431545534161,146021,94.68725277860635,0.026162687013362333,0.01520233715496119
LYN,CD79A,cell_adhesion,functional,0.007198192528964158,71.96229758817998,1075.8850445341568,149466,96.9211615028467,0.004301807544116331,0.0024856142123788733
SYK,CD79A,cell_adhesion,functional,0.008019597380802487,100.0,1223.1249337278527,152517,98.89958110158611,0.006110290883760602,0.0035827443369946033
LYN,SYK,cell_adhesion,functional,0.03474371074854701,93.75285916241754,5149.330626331404,148209,96.10606040956074,0.016701901566913403,0.009691061071158203
SYK,LYN,cell_adhesion,functional,0.03474371074854701,93.75285916241754,5149.330626331404,148209,96.10606040956074,0.016721380385078997,0.009717334864171557
PTCH1,SMO,cell_adhesion,functional,0.01833635491857067,100.0,2772.3651819132924,151195,98.04233078708808,0.009126335538234769,0.005299552494771473
WNT5A,ROR2,ligand,functional,0.004994408163506926,100.0,763.8248068940953,152936,99.17128146601476,0.003723809662184681,0.002154553613982393
ROR2,WNT5A,activating_cofactor,functional,0.004994408163506926,100.0,763.8248068940953,152936,99.17128146601476,0.0037281498396710094,0.002140294566858593
CDKN2A,MDM2,adhesion,functional,0.011231615827703876,64.58455503679087,1643.949145469361,146368,94.91226477492316,0.008652554016516531,0.005074818842900083
JAG1,NOTCH3,ligand,functional,0.3053299157017822,25.358789789147444,34065.35336493214,111569,72.34686863708872,0.1216329575853638,0.0704698416291792
NOTCH3,JAG1,cell_surface_ligand,functional,0.3053299157017822,25.358789789147444,34065.35336493214,111569,72.34686863708872,0.12160507716173233,0.07038589684023006
TGFB1,ACVRL1,ligand,functional,0.1466466190093314,48.62947197574333,19556.793111084437,133360,86.4772329360499,0.06278025005552897,0.03635898054324142
ACVRL1,TGFB1,cell_adhesion,functional,0.1466466190093314,48.62947197574333,19556.793111084437,133360,86.4772329360499,0.06281602723969786,0.03636018276624395
LYN,PLCG2,cell_adhesion,functional,0.03207985066410205,94.20988679915791,4748.972772911011,148036,95.9938786361809,0.015258736444691588,0.008847888361227262
ROR2,FLNA,activating_cofactor,functional,0.03590594533393326,34.46933197050928,3826.5684061279353,106572,69.10656620021528,0.019890794277693486,0.01152338684620384
IL1RN,IL1R1,ligand,functional,0.025295882928254486,76.7902532643644,3628.0620089849,143425,93.00387772835151,0.013639605372602111,0.007886380587108591
CD8A,LAT,ligand,functional,0.010194428785595632,100.0,1554.6605842321194,152501,98.88920590867237,0.006093399663517213,0.0035316361150299603
MET,ITGB4,cell_adhesion,functional,0.04635475123575436,90.75563802544221,6823.141253395627,147194,95.44788410909516,0.02046511771606348,0.011886189397622024
SYK,PLCG2,cell_adhesion,functional,0.016232929444709793,100.0,2451.285976657292,151007,97.9204222703516,0.008069005861714855,0.004664904548156331
TGFB1,TGFBR3,ligand,functional,0.1483016000957941,46.41173542291824,19703.647191927397,132862,86.15430505660964,0.0638649231312963,0.037016629364062935
TGFBR3,TGFB1,ligand,functional,0.14830160009579407,46.41173542291824,19703.647191927394,132862,86.15430505660964,0.06386520473546207,0.03699106474007393
PTPN6,CD79A,ligand,functional,0.005591928086195953,88.57647049122824,843.1453249085396,150779,97.77257577133075,0.0,0.0
PTPN6,ZAP70,ligand,functional,0.012327076988129007,79.89522855136941,1853.1171565484456,150329,97.48077347063172,0.0060861062685214655,0.0035101295732834453
FRZB,WNT5A,ligand,functional,0.016492602599850546,100.0,2501.6639327557305,151684,98.35942262051435,0.008927723119059322,0.005262945197489719
LEP,LEPR,ligand,functional,0.007782658555304345,100.0,1185.6958135591722,152351,98.79193847510602,0.004298083028888932,0.0024755989248012953
WNT5A,NLK,ligand,functional,0.022223389160905164,100.0,3323.196721565115,149536,96.96655297184432,0.011010100396280609,0.006403199920714815
LYN,PTK2B,cell_adhesion,functional,0.028669878028603452,89.83195727394647,4257.390877613527,148497,96.29281388200812,0.01399941013035274,0.008169589561034639
CXCL12,ACKR3,ligand,functional,0.22605379195024483,30.33260105257937,27147.704090472704,120094,77.87490111144254,0.09391365590770027,0.05439401408021457
CCL2,CCR5,ligand,functional,0.04792212335196792,46.868553003813396,5796.132897297168,120949,78.4293254827707,0.023629570984945794,0.013684763233934125
CCL3,CCR5,ligand,functional,0.005662849893376573,100.0,864.9210413147644,152736,99.04159155459297,0.0,0.0
RARRES2,CMKLR1,ligand,functional,0.07303135290241386,75.2869932465234,10352.70549338748,141757,91.92226386709378,0.0322543495803643,0.018806992924983678
CXCL12,CXCR4,ligand,functional,0.12026905095742749,49.33037497666358,15017.274778748226,124864,80.96800549885225,0.05024542179553928,0.029105946394667234
ANXA1,FPR3,ligand,functional,0.04773448171692724,52.55591529007436,6268.539873548602,131321,85.15504428910475,0.023634897881009923,0.013745346326476914
NPPA,NPR1,ligand,functional,0.10742414509646159,36.45598499060032,13822.264749561713,128670,83.43600451320891,0.04653456498078137,0.02706460803446182
NPPB,NPR1,ligand,functional,0.06356113819060141,65.81910071424309,9094.518335725821,143083,92.78210797982025,0.028603638134119008,0.01666095413561301
LBP,CD14,ecm,functional,0.03393006963611668,47.782709451113746,4151.208299700332,122346,79.3352095140519,0.018078769437991082,0.010550259353975938
HLA-DMA,CD74,ligand,functional,0.40708073191567173,26.722485684899784,32415.83868244494,79630,51.63603823258589,0.14051951555166145,0.08137449047521356
HLA-DMA,CTSS,ligand,functional,0.08195325671804857,88.42106618528305,11597.69707771136,141516,91.76598752383052,0.03583481226511247,0.020795742249656794
HLA-DRA,CTSS,ligand,functional,0.1722299353737318,47.136101472432664,20920.081330105706,121466,78.76457390379602,0.07027967650961456,0.04077475379074085
TNFRSF1A,CASP8,ligand,functional,0.06433164478309458,42.50489591169795,7833.921711816559,121774,78.96429636738557,0.02946684229121497,0.017033680238216067
S100A8,AGER,ligand,functional,0.03748196586114294,49.44243046110677,4879.777135462199,130190,84.42164784001453,0.0199799177434368,0.011513009839577535
WNT5A,LRP6,ligand,functional,0.02417266547052653,87.93037229073553,3595.466434751587,148741,96.4510355739427,0.012016163998765133,0.006971577287361024
MMP25,MMP2,secreted_enzyme,functional,0.026667915639287245,32.37194298238698,3122.972928854372,117106,75.937333834801,0.015555816697926737,0.009006103485185596
CTSG,C3,ligand,functional,0.11473663740348998,38.162515416508484,8946.818774811938,77977,50.56415111468478,0.04342254618346274,0.025166268201142115
CLCF1,CNTFR,ligand,functional,0.0048344286355951165,100.0,739.6869189605952,153004,99.21537603589817,0.0,0.0
CFD,CFB,secreted_enzyme,functional,0.2171719371275707,27.229058324786102,14673.004760087188,67564,43.81184587650927,0.07799947151903405,0.045377123486538856
TGFB1,MMP2,ligand,functional,0.248029279626732,29.6478551775709,27964.805219354777,112748,73.11139066492018,0.10001828144581296,0.057967536654378045
MMP2,TGFB1,ecm,functional,0.2480292796267319,29.6478551775709,27964.80521935477,112748,73.11139066492018,0.10003421663702478,0.05793842855009707
HBB,CD163,ecm,functional,0.25265628363374887,33.815346340586295,30324.05981800617,120021,77.82756429377359,0.11310498070561577,0.06550626320027936
IL34,CSF1R,ligand,functional,0.03951923153843953,73.07033069503392,5717.207707434509,144669,93.81054897739504,0.018163369687725736,0.01049827325706253
LYN,CASP8,cell_adhesion,functional,0.02053218948759576,89.4361883646924,3053.9783965744814,148741,96.4510355739427,0.010104811947169546,0.005815877702507581
LINGO1,RTN4,cell_surface_ligand,functional,0.06563539445189139,55.12863817035009,8233.172609256351,125438,81.34021554463278,0.030122370715251687,0.017435781777468632
RTN4,LINGO1,cell_surface_ligand,functional,0.06563539445189139,55.12863817035009,8233.172609256351,125438,81.34021554463278,0.030074557850621964,0.017343813051089806
PTPN6,SYK,ligand,functional,0.03018504561116678,100.0,4512.422838504544,149492,96.93802119133153,0.01413694972337886,0.008206152088055568
TNFSF4,TNFRSF4,ligand,functional,0.005656633667622487,82.04505971646137,854.4967384647206,151061,97.95543854643547,0.0037134748697157677,0.0021399078514265403
TNFRSF4,TNFSF4,cell_adhesion,functional,0.005656633667622488,82.04505971646137,854.4967384647207,151061,97.95543854643547,0.0036880673240691515,0.0021184476424300075
PTPN6,CASP8,ligand,functional,0.015873824003739583,100.0,2381.6450582250723,150036,97.29077775039879,0.007130845055359679,0.004121798504229507
INHBA,ACVR2A,ligand,functional,0.012838067658365012,100.0,1943.1314065671531,151357,98.14737961533973,0.006825376798650657,0.00397389402503124
LYN,INPP5D,cell_adhesion,functional,0.04045434803547279,100.0,5947.2341590428905,147011,95.32921784014422,0.01827878815299874,0.010566359958019477
CLU,IKBKB,ligand,functional,0.16787125961838786,39.832824632502685,19765.329978728605,117741,76.34909930356517,0.06799933481227625,0.0393468877674703
RET,PTPRF,cell_surface_ligand,functional,0.007108566789557244,100.0,1084.4260808805368,152552,98.92227683608492,0.004310468032013414,0.0025099875534379426
PTPRF,RET,inhibitory_cofactor,functional,0.007108566789557244,100.0,1084.4260808805368,152552,98.92227683608492,0.004301510250128634,0.002491255163546877
HBA2,CD163,ecm,functional,0.2803154360995067,29.74452910348735,32907.91093633769,117396,76.12538420636258,0.12092042564292074,0.07005156392004436
PTPN6,LYN,ligand,functional,0.04848822742664281,84.26155691008846,7107.45286442473,146581,95.05038453058737,0.022530496019927557,0.013113886340365765
WNT3,LRP6,ligand,functional,0.008467259237069053,70.43461733586807,1265.660508979371,149477,96.92829444797489,0.005257411299855544,0.0030378972319990475
PTPN6,PTK2B,ligand,functional,0.021326345885777174,91.39669324138887,3194.2174340799334,149778,97.12347776466468,0.010564996811089905,0.0061081105341585715
PTGIR,GNAQ,cell_adhesion,functional,0.06697967769026701,91.76700821693575,9642.260440935459,143958,93.34950134229058,0.029642724847387104,0.017137860855138708
COL1A1,DDR2,ecm,functional,0.15313157557656332,53.05458714845355,19993.317902002836,130563,84.66351952481617,0.06511176393954775,0.037739143172982784
DDR2,COL1A1,cell_adhesion,functional,0.15313157557656332,53.05458714845355,19993.317902002836,130563,84.66351952481617,0.065116467666497,0.037762262099741345
EPHB6,EPHA2,cell_adhesion,functional,0.017949597131660094,100.0,2695.9935899810826,150198,97.39582657865044,0.009639441214943126,0.005566761405807231
KLHL17,GRIK2,ecm,functional,0.010163489962289121,100.0,1544.2813188300584,151944,98.52801950536268,0.005677375316196959,0.003288083235192366
AGTR1,GNAQ,cell_surface_ligand,functional,0.02958988179911719,93.33527923208055,4359.861953927324,147343,95.54450309310438,0.014142699948768626,0.008200454016196873
SERPINA5,FN1,ecm,functional,0.10138082854811764,41.19214330054744,11761.59544318132,116014,75.22922691843802,0.04292956595703504,0.024901509088525012
LFNG,JAG1,ligand,functional,0.07442741472796519,60.16479045599116,10307.675947920083,138493,89.80572451269015,0.0324774095191073,0.01880733456476001
S100A9,AGER,ligand,functional,0.05950239157459502,33.504919904718086,6161.889164290336,103557,67.15149078553179,0.028258679175233257,0.016293473748975204
NAT10,MDM2,ligand,functional,0.055155429185913846,78.90850379345193,7960.803716119689,144334,93.59331837576354,0.02412969799270615,0.014013687440159206
ICAM1,ITGAL,ligand,functional,0.049140633362102476,81.18368220859706,7047.209089825754,143409,92.99350253543777,0.022502853268753075,0.012982550331519445
ITGAL,ICAM1,adhesion,functional,0.049140633362102476,81.18368220859706,7047.209089825754,143409,92.99350253543777,0.022511623396517258,0.013058110074062197
MMP2,DCN,ecm,functional,0.7793873864311631,10.0488087832199,57058.17117323902,73209,47.4723436263893,0.34652159528388793,0.20068897290821996
CD74,CXCR4,cell_adhesion,functional,0.2287099691775813,30.176564551281615,18208.058066165602,79612,51.62436614055793,0.0792120193843446,0.04584079594220141
CXCR4,CD74,cell_adhesion,functional,0.22870996917758135,30.176564551281615,18208.058066165606,79612,51.62436614055793,0.07922870405525947,0.045875851708419374
LYN,LPXN,cell_adhesion,functional,0.022458491172666573,100.0,3335.8046108585113,148532,96.31550961650693,0.011611375869336684,0.006713796903366249
CSF1R,PLCG2,cell_adhesion,functional,0.04729841660214083,67.85034353688292,6825.066918855718,144298,93.56997419170763,0.022431285885385004,0.013037165691741908
VIM,PAK1,ecm,functional,0.19077708346565947,29.687346593332048,15849.569317243524,83079,53.872540755054665,0.06734985074311359,0.03896313218804
SYK,PTK2B,cell_adhesion,functional,0.016271399906566574,100.0,2464.889286246144,151486,98.23102960820678,0.008360189112303127,0.004861150495105991
CCL2,ACKR1,ligand,functional,0.2472218623535984,34.54160550292343,28774.39978119767,116391,75.47369240146809,0.1003976255069256,0.05815331257435178
CCL5,ACKR1,ligand,functional,0.0484632436243113,65.98854271823514,6934.072434522836,143079,92.77951418159182,0.022728548272254602,0.013161533457766158
CXCL8,ACKR1,ligand,functional,0.018086753950998645,54.000943677077316,2613.698726704863,144509,93.70679704825761,0.010108354340840548,0.005859581237355372
CCL2,ACKR2,ligand,functional,0.029424983710745256,43.90106518380765,3566.337450726036,121201,78.59273477116216,0.01683963241431167,0.009752479878916143
CCL3,ACKR2,ligand,functional,0.003972456905324637,100.0,608.206986946634,153106,99.28151789072328,0.0,0.0
CCL5,ACKR2,ligand,functional,0.004771217911520645,75.87347021899055,724.6573476196671,151881,98.48716718326482,0.0,0.0
CCL8,ACKR2,ligand,functional,0.0024255353074669563,0.0024255353074669563,371.7884774638425,153281,99.39499656321735,0.0,0.0
COL4A4,ADGRG6,ecm,functional,0.009130668613286303,100.0,1386.7568183173105,151879,98.48587028415061,0.005279667268553103,0.0030450623049288654
CCL26,CCR5,ligand,functional,0.003624618359166278,100.0,555.7699822476837,153332,99.4280674906299,0.0,0.0
CD58,CD2,ligand,functional,0.026723376751734005,71.83828530062678,3805.248509186412,142394,92.33532623497219,0.014109071073249466,0.008157499014401673
MMRN2,CD248,ligand,functional,0.18028036490594487,34.67092054129808,22411.553563282538,124315,80.61200669199943,0.07443649588110907,0.043227872981129276
SPP1,CD44,ligand,functional,0.11155283790091337,60.506763504732724,15475.725201993711,138730,89.95940705772499,0.0483611376773665,0.02808231436486462
CCL26,CX3CR1,ligand,functional,0.003787601601942533,89.88486357049888,578.9311172553142,152849,99.11486635454628,0.0,0.0
CXCL14,CXCR4,ligand,functional,0.026310186973347183,100.0,3951.711152835827,150197,97.39517812909334,0.012758806959762234,0.007379268991553924
COL1A2,DDR2,ecm,functional,0.2666284962104454,35.97921494412484,28332.210635818134,106261,68.9048983879544,0.10376190533978594,0.060091502317735655
COL3A1,DDR2,ecm,functional,0.193230163362289,35.45983738742122,23989.138321101454,124148,80.50371561596224,0.07935863542946299,0.04596767528865934
EPHB6,EFNB3,cell_adhesion,functional,0.003958292352051549,100.0,605.773103265617,153039,99.23807177039699,0.0,0.0
EFNB3,EPHB6,ligand,functional,0.003958292352051549,100.0,605.773103265617,153039,99.23807177039699,0.0,0.0
BGN,FGFR3,ecm,functional,0.07701940865734401,36.19381882094699,8228.984679176607,106843,69.28229603019182,0.03467419358917166,0.020181346854511294
CLEC4G,LAG3,ligand,functional,0.006586629153578546,100.0,1006.9770382573952,152882,99.13626518993087,0.004300415436597894,0.0024710936011494763
HLA-DRA,LAG3,ligand,functional,0.04501366071192931,35.99011756627934,5570.6205677441,123754,80.2482264904613,0.02282961169763749,0.013236220459176678
SERPINE1,LRP1,ecm_regulator,functional,0.12642697168112413,35.943892749597424,14855.674880418808,117504,76.19541675853036,0.05204024136856209,0.030166587230304513
DCN,MET,ligand,functional,0.2819383543537171,24.94462795440512,19069.464473422366,67637,43.85918269417822,0.1023052483382585,0.059287775347228185
MET,DCN,cell_adhesion,functional,0.28193835435371706,24.94462795440512,19069.464473422362,67637,43.85918269417822,0.10232347470717496,0.05925468200336181
MUC1,SIGLEC9,ligand,functional,0.013154687585845006,100.0,2000.446495867036,152071,98.61037259911552,0.0074440107777786185,0.004243014642515959
SIGLEC9,MUC1,ligand,functional,0.013154687585845006,100.0,2000.446495867036,152071,98.61037259911552,0.007464694033146402,0.004321701111562671
SERPINF1,PLXDC2,ligand,functional,0.24588898540368562,30.5371035877575,25210.01411749827,102526,66.48293929215247,0.09345164078895526,0.05416180520727602
WNT3,ROR2,ligand,functional,0.0014812297786940475,0.0014812297786940475,227.68871666173422,153716,99.67707212055974,0.0,0.0
